video_title,views,likes,comments,published_date,like_ratio,view_ratio,comment_ratio,month,year,day_of_month,week_of_year,quarter,is_weekend,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,channel_title_3blue1brown,channel_title_CodeWithHarry,channel_title_GoogleDevelopers,channel_title_JomaTech,channel_title_LukeBarousse,channel_title_TechWithTim,channel_title_TheCodingTrain,channel_title_TheNetNinja,channel_title_WelchLabs,channel_title_aiExplained,channel_title_codebasics,channel_title_coreyms,channel_title_freecodecamp,channel_title_krishnaik06,channel_title_mlstreettalk,channel_title_realpython,channel_title_sentdex,channel_title_simplilearn,channel_title_statquest,log_views,is_viral
Neural Networks Demystified [Part 3: Gradient Descent],410072,5546,270,2014-11-21,0.013524454242181856,1518.7851851846228,0.0006584209602216194,11,2014,21,47,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.924090471612175,1
Neural Networks Demystified [Part 2: Forward Propagation],539200,6030,385,2014-11-07,0.011183234421364983,1400.5194805191168,0.000714020771513353,11,2014,7,45,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.197843693177921,1
Neural Networks Demystified [Part 1: Data and Architecture],796157,9061,287,2014-11-04,0.01138092109973284,2774.0662020896257,0.0003604816637924429,11,2014,4,45,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.58755293759181,1
How would you design your load balancing algorithm? Go!,1337,57,16,2025-06-23,0.04263275991024363,83.56249999947774,0.01196709050112102,6,2025,23,26,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.198931240688173,0
how the FTX collapse ACTUALLY happened...,1727337,63862,2928,2022-12-03,0.03697136111829944,589.9374999999799,0.0016950948193664582,12,2022,3,48,4,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.362092053092024,1
"when you rob a big tech company, but the employees are...",5453769,195292,3339,2022-11-11,0.03580863069191233,1633.3539982030059,0.0006122371519585813,11,2022,11,45,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.511817670614699,1
if “normal” job interviews were like coding interviews,2872716,114016,1728,2022-10-11,0.03968926966675439,1662.4513888887927,0.0006015213477419975,10,2022,11,41,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.870768829803009,1
If Programming Was an Anime 3,1543760,86779,2837,2022-09-14,0.05621275327771156,544.1522735283559,0.0018377208892573975,9,2022,14,37,3,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.24973220483911,1
every “entrepreneur” influencer ever...,1808203,97125,2149,2022-08-04,0.05371354875531121,841.4160074452842,0.001188472754441841,8,2022,4,31,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.40784464542763,1
how programmers overprepare for job interviews,5451503,171539,3416,2022-07-23,0.03146636808234353,1595.8732435596721,0.0006266161827297903,7,2022,23,29,3,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.511402091871311,1
crypto founders be like...,735238,28650,1041,2022-07-16,0.03896697395945258,706.2804995196248,0.0014158680590502664,7,2022,16,28,3,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.507950895406672,1
if Wolf of Wall Street were about crypto,2305463,96326,2587,2022-04-08,0.0417816291131109,891.1724004638232,0.0011221173360839015,4,2022,8,14,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.650792515672892,1
interviewing at a startup be like... (ft. Steven He),4947893,159705,4533,2022-03-10,0.032277375440414736,1091.527244650318,0.0009161475399730754,3,2022,10,10,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.414472589467955,1
NFT projects in a nutshell,983912,45533,974,2022-02-19,0.04627751262308011,1010.1765913756662,0.0009899259283350542,2,2022,19,7,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.79929275749144,1
crypto traders be like...,4010680,148568,4378,2022-01-29,0.03704309493651949,916.0986751941316,0.0010915854668036343,1,2022,29,4,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.204471610300454,1
a day in the life of a startup engineer working from home,3459931,122435,4202,2021-12-15,0.03538654383570077,823.4009995240166,0.0012144750863528782,12,2021,15,50,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.05675949366159,1
If Squid Game were about Programmers,1844085,80818,1830,2021-11-26,0.04382552864970975,1007.6967213114203,0.0009923620657399197,11,2021,26,47,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.427494319755205,1
The man who saved New York City using Data Science,654170,46265,1826,2021-11-02,0.0707232065059541,358.25301204817316,0.0027913233563141076,11,2021,2,44,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.391124064152473,1
10 years of coding in 13 minutes,5062616,199575,4436,2021-10-19,0.03942131893866728,1141.256988277702,0.0008762268360863238,10,2021,19,42,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.437394101240985,1
how programmers attend meetings at big tech companies,5960778,206348,2982,2021-09-02,0.03461762877261995,1998.9195171025485,0.0005002702667336378,9,2021,2,35,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.600711735198404,1
if Apple made window blinds...,5986347,268956,9711,2021-08-06,0.04492823419691508,616.4501081248005,0.0016221912962947186,8,2021,6,31,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.604992101354819,1
a day in the life of an engineer working from home,21934004,500576,12665,2021-05-23,0.022821916144448593,1731.8597710224892,0.0005774139550626506,5,2021,23,20,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.903548730258862,1
Twitch founder who sold for $970 million chats with a guy with $970 in his bank account,823908,22359,978,2021-04-03,0.027137738679561308,842.4417177913249,0.0011870257358831324,4,2021,3,13,2,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.621815365899803,1
"I Built a Trading Bot to let Subscribers Trade $25,000 on Twitch",4329716,135335,6423,2021-03-16,0.03125724643371528,674.0955939591986,0.001483469123609955,3,2021,16,11,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.28101273987508,1
Why Microsoft Word is the best IDE for programming,3732209,163438,7030,2021-02-10,0.043791223910558064,530.8974395448004,0.001883602981505055,2,2021,10,6,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.132511109462731,1
If Chess Was An Anime,2678375,97331,2973,2021-01-11,0.0363395715685817,900.8997645475647,0.0011100014001026743,1,2021,11,2,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.80072119866367,1
why you NEED math for programming,9240132,465512,10063,2021-01-06,0.05037936687484551,918.2283613236518,0.001089053706159176,1,2021,6,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.039066837453667,1
My Ultimate Work From Home Desk Setup for Productivity,3583330,101796,3811,2020-10-25,0.028408212472755788,940.2597743374196,0.0010635358730566261,10,2020,25,43,4,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.091803372706833,1
If Programming Was An Anime 2,4727996,228758,5462,2020-08-24,0.04838371267657587,865.6162577810168,0.001155246324235469,8,2020,24,35,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.369012203550103,1
Coding a whole web app ONLY using my Phone.,3951769,136096,5971,2020-04-13,0.03443925998710957,661.8269971528946,0.001510968885074001,4,2020,13,16,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.189674137775738,1
how coronavirus affects programmers in big tech companies,5308749,125781,2111,2020-03-09,0.023693152567582306,2514.8029369965648,0.0003976454716544331,3,2020,9,11,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.484866960609619,1
If Programming Was An Anime,10889290,579366,15563,2020-02-24,0.05320512172969955,699.690933624618,0.0014292024548891618,2,2020,24,9,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.20329038718821,1
how we write/review code in big tech companies,15222490,378808,6918,2020-02-10,0.02488475932649652,2200.4177507949958,0.0004544591587841411,2,2020,10,7,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.538284563234605,1
I Got Rejected By A 22-Year Old CEO,4174387,79898,2306,2020-01-27,0.019140055773458474,1810.2285342583777,0.0005524164386291928,1,2020,27,5,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.244478318695847,1
Can you solve my favorite interview question? (math + cs),1723330,59808,2178,2020-01-15,0.03470490271741338,791.244260789679,0.0012638322317838138,1,2020,15,3,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.359769603850403,1
Day in the life of a VC | How to become one? | How much do you earn?,202196,4702,173,2020-01-05,0.023254663791568566,1168.7630057796714,0.0008556054521355513,1,2020,5,1,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.21699774866319,1
I spent this Christmas all alone...,126382,4169,194,2019-12-31,0.03298729249418427,651.4536082470869,0.0015350287224446507,12,2019,31,1,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.747072257978923,1
What Investors Look For in Startup Founders from Former YC Partner,142592,4119,135,2019-12-24,0.028886613554757613,1056.2370370362548,0.0009467571813285452,12,2019,24,52,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.867749697398413,1
Data Scientists vs Data Engineers: Which one is for you?,333105,9253,406,2019-12-19,0.027778027949145155,820.4556650244285,0.0012188349019078065,12,2019,19,51,4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.716216036628373,1
If American Psycho were about Programmers,5030005,250924,5516,2019-12-12,0.04988543748962476,911.8935823060023,0.001096619188251304,12,2019,12,50,4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.430931734918152,1
Interview With My Brother Who Sold His Startup For $60 Million | Machine Learning Engineer,2119457,35776,1278,2019-10-16,0.016879795155079817,1658.4170579028437,0.0006029846323846155,10,2019,16,42,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.56667095358415,1
All My Job Offers In Tech,797681,18231,629,2019-08-29,0.022855000933957304,1268.1732909377952,0.000788535768057657,8,2019,29,35,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.589465300770618,1
Interview with a Competitive Programmer,1287931,30629,1098,2019-08-22,0.023781553514901032,1172.9790528232083,0.0008525301433073666,8,2019,22,34,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.068548389221673,1
How I Spend My $250K Software Engineer Income,3097699,74572,3283,2019-08-05,0.024073352511008977,943.5574169966206,0.0010598189172027366,8,2019,5,32,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.94617045860116,1
i finally got a software engineering job,1059001,31273,1517,2019-06-20,0.029530661444134614,698.0889914304088,0.0014324821223020564,6,2019,20,25,2,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.872837513155886,1
Top 3 Programming Languages to Learn in 2019,1208710,42383,1963,2019-06-14,0.03506465570732434,615.7463066734276,0.0016240454699638458,6,2019,14,24,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.005065060492825,1
He Got A $277K Google Offer by Lying!,592774,14917,608,2019-06-07,0.02516473394582083,974.9572368419448,0.0010256860118696162,6,2019,7,23,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.292570179335177,1
Silicon Valley Apartment Tour: $4600/Month (ft. Elliot Choy x Arpi Park),683691,11771,664,2019-05-30,0.017216842111421677,1029.6551204817727,0.0009711989773157756,5,2019,30,22,2,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.435262802794961,1
"""Stanford is the easiest to get into with low grades"" (ft. Arpi Park, Elliot Choy)",458611,9772,498,2019-05-21,0.021307818608799173,920.9056224897749,0.0010858876040914847,5,2019,21,21,2,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.035959815657584,1
The Truth About Programming,452932,22096,759,2019-05-08,0.04878436498193988,596.7483530961006,0.0016757482359382862,5,2019,8,19,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.023499490656706,1
coding is hard...,756967,26672,1249,2019-05-01,0.03523535372083591,606.0584467573574,0.0016500058787239072,5,2019,1,18,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.537076259399278,1
Why he left his job at Google SWE $100k+ (ft. CS Dojo),189108,4488,224,2019-04-27,0.02373247033441207,844.232142856766,0.001184508323286164,4,2019,27,17,2,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.150078847379676,1
How He Fought Procrastination During College,188100,5532,257,2019-04-17,0.029409888357256764,731.9066147857075,0.0013662945241892605,4,2019,17,16,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.144734331596096,1
"Interviewing at Google, Uber, Snap and Negotiating to a $300k Job Offer",397245,7055,381,2019-04-05,0.01775982076552253,1042.6377952753169,0.0009591058414832154,4,2019,5,14,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.892311015122338,1
Guy with 2.9 GPA now makes $300k as a SWE (Software Engineer),817529,15717,908,2019-03-30,0.019225006085411035,900.3623348016629,0.0011106639642141133,3,2019,30,13,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.614042878327924,1
why I stopped making youtube videos,206082,8363,1078,2019-03-26,0.04058093380304925,191.170686456383,0.005230927494880676,3,2019,26,13,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.236034279245583,1
there's something you should know...,196392,7952,1952,2018-10-17,0.0404904476760764,100.61065573769976,0.009939305063342698,10,2018,17,42,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.187873032719466,1
Data Scientist From Tinder Gives Dating Advice,312245,5903,450,2018-09-19,0.01890502650162532,693.8777777776236,0.0014411759996156859,9,2018,19,38,3,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.651546617657573,1
Don't Be A Programmer,3253498,175125,6117,2018-08-31,0.0538266813134663,531.8780447931906,0.001880130247505915,8,2018,31,35,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.995241590555825,1
Top 3 Programming Languages For Data Science,179838,4800,335,2018-08-23,0.026690688286124167,536.8298507461084,0.0018627876199690824,8,2018,23,34,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.099817285173783,1
Cool Kids Code In Javascript (PART 3),125798,3747,350,2018-08-16,0.029785847151782993,359.4228571427545,0.0027822381913861884,8,2018,16,33,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.742440674091286,1
Interview with Ex-Citadel Quant Turned Rapper (ft. Kaido Kid),502045,9670,624,2018-08-09,0.019261221603641104,804.5592948716659,0.0012429164716310289,8,2018,9,32,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.126447027941913,1
Learning How To Code to Build My Startup,372676,13189,824,2018-08-02,0.035389990232802745,452.2766990290713,0.0022110358595670227,8,2018,2,31,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.828467371730524,1
"Software Engineer Gets ""LIT"" During Offsite (ft. THE TECHLEAD)",66053,1579,185,2018-07-23,0.02390504594795085,357.04324324305026,0.0028007811908618793,7,2018,23,30,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.098227868298459,0
The Most Important Thing I've Learned Working at Untitled Large Company,65775,2477,239,2018-07-19,0.03765868491068029,275.20920502080537,0.003633599391866205,7,2018,19,29,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.09401030913766,0
Interview with my Ex-Girlfriend,136858,3048,293,2018-07-12,0.022271259261424235,467.09215017048905,0.0021409051717838916,7,2018,12,28,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.826706477742983,1
Data Scientist Apartment Tour in Silicon Valley,573630,12790,685,2018-07-09,0.02229660233948712,837.4160583940383,0.001194149538901382,7,2018,9,28,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.259741611437594,1
3 Types of Data Science Interview Questions,655022,22510,583,2018-07-01,0.03436525796080131,1123.5368782159308,0.0008900464411882347,7,2018,1,26,3,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.392425628504705,1
What REALLY is Data Science? Told by a Data Scientist,4032099,152469,3734,2018-06-23,0.037813803678927525,1079.8336904123973,0.0009260685315514326,6,2018,23,25,2,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.209797890013089,1
Interview with a Quant from Two Sigma (My brother),1041777,22418,880,2018-06-10,0.021519000707445064,1183.8374999998655,0.0008447105282608466,6,2018,10,23,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.85643942677327,1
Tech Startup Hires a Data Engineer To Grow Their App,460629,10965,522,2018-06-02,0.023804406583172136,882.4310344825896,0.0011332330356968404,6,2018,2,22,2,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.04035039668365,1
5 Tips To Improve Productivity,346950,13527,501,2018-05-18,0.038988326848249016,692.514970059742,0.0014440121054907042,5,2018,18,20,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.756938838583233,1
Sexy Javascript Coding Part 2 + I'm moving out,130187,4122,358,2018-05-10,0.03166214752625068,363.65083798872524,0.00274989054206641,5,2018,10,19,2,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.776734838610452,1
Software Engineering Q&A While Cooking! (ft. Mayuko!),999190,19563,1017,2018-04-27,0.019578858875689307,982.4877089477893,0.0010178244377946136,4,2018,27,17,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.814701230547175,1
Cool Kids Code In Javascript (with SEXY CODING FOOTAGE),411764,11674,719,2018-04-22,0.02835119145918535,572.6898470096561,0.0017461458505357433,4,2018,22,16,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.928208077248831,1
16-Year-Old Learns How To Code,415843,10421,713,2018-04-16,0.025059938486399907,583.2300140251637,0.0017145894003265652,4,2018,16,16,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.938065468913317,1
A Day In The Life Of A YouTuber (Realistically...),112810,2608,287,2018-04-10,0.023118517861891657,393.0662020904554,0.002544100700292525,4,2018,10,15,2,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.633469131022046,1
Top 10 Software Engineering Internships (Salaries Revealed!),479571,11377,644,2018-04-08,0.023723286020213893,744.6754658383936,0.001342866853917355,4,2018,8,14,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.080649318446214,1
Computer Science New Grad Apartment Tour in Silicon Valley,149246,2841,329,2018-04-04,0.019035686048537302,453.63525835852477,0.002204414188654971,4,2018,4,14,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.913357930550319,1
How Startups Deal With Competition And Marketing,277891,7526,324,2018-04-01,0.027082561148076032,857.6882716046736,0.001165924769064129,4,2018,1,13,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.53498782798266,1
5 Tips For Getting A Data Science Job,711538,25162,905,2018-03-21,0.035362833748865126,786.2298342540568,0.0012718927169033838,3,2018,21,12,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.475185508783541,1
"Software Engineers ""Work"" From Home Snowboarding",556733,10450,469,2018-03-18,0.01877021839912489,1187.0639658846083,0.0008424145865253181,3,2018,18,11,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.22984284649382,1
"Engineers Stay For $1,000/Night On Ski Trip (Airbnb)",110003,2261,167,2018-03-17,0.020553984891321125,658.7005988020009,0.0015181404143523344,3,2018,17,11,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.608272007749775,1
Best Year Of My Life - Keep Grinding,132693,5366,448,2018-03-12,0.040439209302676075,296.18973214279106,0.003376214269027,3,2018,12,11,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.795801004527922,1
Interview with a Software Engineer without CS Degree,319476,6774,376,2018-03-07,0.021203470683243804,849.6702127657315,0.0011769272183199985,3,2018,7,10,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.674440562728066,1
Startup Software Engineers Build An MVP (Minimum Viable Product),509450,11864,605,2018-03-01,0.023287859456276372,842.0661157023401,0.0011875552065953477,3,2018,1,9,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.141088954301672,1
Startup Episode 4 Teaser,17892,490,82,2018-02-19,0.027386541471048364,218.19512195095342,0.004583053878828501,2,2018,19,8,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.792164853891862,0
Interview with a Software Engineer from Stanford,928593,15635,905,2018-02-13,0.01683730116423449,1026.0696132595551,0.0009745927440762529,2,2018,13,7,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.741426893207432,1
Hiring My First Employees for my Tech Startup,656450,14475,590,2018-02-01,0.022050422728311366,1112.6271186438792,0.0008987737070607052,2,2018,1,5,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.394603331706362,1
Bitcoin Millionaire Pitches His Startup Idea,863108,20940,875,2018-01-02,0.024261158510870014,986.40914285703,0.001013778113515342,1,2018,2,1,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.66829626568206,1
Interview with an iOS Engineer (ft. Mayuko),784800,14899,674,2017-12-07,0.01898445463812436,1164.3916913944859,0.0008588175331294596,12,2017,7,49,4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.573185461442469,1
Ex Facebook Engineer Starts His First Startup Vlog,2195240,51850,1398,2017-10-03,0.023619285362876042,1570.2718168811466,0.0006368324192343434,10,2017,3,40,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.60180239345299,1
"Summer of Math Exposition #4 | Teachers, I'd love to hear from you",111184,5409,372,2025-05-05,0.048649086199453115,298.8817204300272,0.003345805151820403,5,2025,5,19,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.618950759613533,1
Where my explanation of Grover’s algorithm failed,448402,21598,1796,2025-05-04,0.048166600505796124,249.66703786190146,0.004005334498954062,5,2025,4,18,2,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.013447660612712,1
But what is quantum computing?  (Grover's Algorithm),1668631,63823,2879,2025-04-30,0.03824872005853901,579.5870093782362,0.0017253664830630619,4,2025,30,18,2,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.327514687020026,1
Testing your intuition for quantum computing,1037565,27312,325,2025-04-30,0.026323170114643416,3192.50769230671,0.00031323338778775303,4,2025,30,18,2,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.852388143521507,1
How to measure nearby galaxies,145032,3667,46,2025-04-20,0.025284075238568026,3152.869565210537,0.0003171713828672291,4,2025,20,16,2,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.884716581715796,1
Measuring the distance to Venus without radar,385713,18760,243,2025-04-08,0.04863719916103423,1587.296296295643,0.0006300021000069998,4,2025,8,15,2,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.862851441178229,1
Measuring the speed of light using Jupiter's moons,2263316,95768,906,2025-04-07,0.042313137007823916,2498.141280352925,0.000400297616417681,4,2025,7,15,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.632341994345884,1
