channel_title,video_title,views,likes,comments,published_date
mlstreettalk,"OpenAI Codex (With Yannic Kilcher, Connor Leahy, Walid Saba)",7134,228,45,9/1/2021
mlstreettalk,#58 Dr. Ben Goertzel - Artificial General Intelligence,105451,1966,284,8/11/2021
mlstreettalk,#57 - Prof. MELANIE MITCHELL - Why AI is harder than we think,25637,832,129,7/25/2021
mlstreettalk,#55 Dr. ISHAN MISRA - Self-Supervised Vision Models,24175,692,56,6/21/2021
mlstreettalk,#54 Prof. GARY MARCUS + Prof. LUIS LAMB - Neurosymbolic models,55500,621,83,6/4/2021
mlstreettalk,#53 Prof. BOB COECKE - Quantum Natural Language Processing,13010,448,61,5/19/2021
mlstreettalk,#52 - Dr. HADI SALMAN - Adversarial Examples Beyond Security [MIT],7297,258,29,5/1/2021
mlstreettalk,#51 FRANCOIS CHOLLET - Intelligence and Generalisation,76586,2135,186,4/16/2021
mlstreettalk,"#50 Dr. CHRISTIAN SZEGEDY - Formal Reasoning, Program Synthesis",11869,366,40,4/4/2021
mlstreettalk,#49 - Meta-Gradients in RL - Dr. Tom Zahavy (DeepMind),9520,319,31,3/23/2021
mlstreettalk,#047 Interpretable Machine Learning - Christoph Molnar,14789,475,49,3/14/2021
mlstreettalk,#046 The Great ML Stagnation (Mark Saroufim and Dr. Mathew Salvaris),18352,697,100,3/6/2021
mlstreettalk,#043 Prof J. Mark Bishop - Artificial Intelligence Is Stupid and Causal Reasoning won't fix it.,20858,590,235,2/18/2021
mlstreettalk,#042 - Prof Pedro Domingos,10374,313,105,2/11/2021
mlstreettalk,#041 Dr. SIMON STRINGER - Biologically Plausible Neural Networks,14062,491,55,2/3/2021
mlstreettalk,"#040 - Adversarial Examples (Dr. Nicholas Carlini, Dr. Wieland Brendel, Florian Tramèr)",9691,317,37,1/31/2021
mlstreettalk,039 - Lena Voita - NLP,11211,297,47,1/23/2021
mlstreettalk,#038 - Prof. KENNETH STANLEY - Why Greatness Cannot Be Planned,147386,1275,153,1/20/2021
mlstreettalk,#037 - Tour De Bayesian with Connor Tann,8025,241,31,1/11/2021
mlstreettalk,"#036 - Max Welling: Quantum, Manifolds & Symmetries in ML",23830,843,63,1/3/2021
mlstreettalk,"#034 Eray Özkural- AGI, Simulations & Safety",3674,121,73,12/20/2020
mlstreettalk,#033 Karl Friston - The Free Energy Principle,28356,761,79,12/13/2020
mlstreettalk,#032- Simon Kornblith / GoogleAI - SimCLR and Paper Haul!,9105,330,44,12/6/2020
mlstreettalk,WE GOT ACCESS TO GPT-3! [Epic Special Edition],393386,3339,556,11/28/2020
mlstreettalk,#030 Multi-Armed Bandits and Pure-Exploration,4846,154,14,11/20/2020
mlstreettalk,NLP is not NLU and GPT-3 - Walid Saba,12282,395,100,11/4/2020
mlstreettalk,AI Alignment & AGI Fire Alarm - Connor Leahy,17204,577,131,11/1/2020
mlstreettalk,"Sara Hooker - The Hardware Lottery, Sparsity and Fairness",5302,161,20,10/20/2020
mlstreettalk,Kernels!,21812,796,41,9/18/2020
mlstreettalk,SWaV: Unsupervised Learning of Visual Features by Contrasting Cluster Assignments (Mathilde Caron),7467,193,18,9/14/2020
mlstreettalk,Francois Chollet - On the Measure Of Intelligence,16015,401,41,6/19/2020
mlstreettalk,OpenAI GPT-3: Language Models are Few-Shot Learners,23025,686,49,6/6/2020
mlstreettalk,Harri Valpola: System 2 AI and Planning in Model-Based Reinforcement Learning,3955,138,7,5/25/2020
mlstreettalk,The Lottery Ticket Hypothesis with Jonathan Frankle,7929,252,34,5/2/2020
mlstreettalk,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,5772,217,27,4/24/2020
mlstreettalk,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,4289,131,12,4/17/2020
mlstreettalk,Exploring Open-Ended Algorithms: POET,5470,165,14,4/9/2020
aiExplained,"Apple’s ‘AI Can’t Reason’ Claim Seen By 13M+, What You Need to Know",92367,3742,758,6/12/2025
aiExplained,AI Accelerates: New Gemini Model + AI Unemployment Stories Analysed,92461,3462,548,6/6/2025
aiExplained,Claude 4: Full 120 Page Breakdown … Is it the Best New Model?,95944,4334,485,5/22/2025
aiExplained,Google Takes No Prisoners Amid Torrent of AI Announcements,98338,4019,564,5/21/2025
aiExplained,AI Improves at Self-improving,78687,3502,328,5/19/2025
aiExplained,"""OpenAI is Not God” - The DeepSeek Documentary on Liang Wenfeng, R1 and What's Next",100563,4849,569,4/27/2025
aiExplained,"o3 breaks (some) records, but AI becomes pay-to-win",60363,2548,319,4/25/2025
aiExplained,"o3 and o4-mini - they’re great, but easy to over-hype",93262,3605,414,4/16/2025
aiExplained,"‘Speaking Dolphin’ to AI Data Dominance, 4.1 + Kling 2.0: 7 Updates Critically Analysed",57647,2239,213,4/16/2025
aiExplained,"AI CEO: ‘Stock Crash Could Stop AI Progress’, Llama 4 Anti-climax + ‘Superintelligence in 2027’ ...",72387,3065,452,4/7/2025
aiExplained,Gemini 2.5 Pro - It’s a Darn Smart Chatbot … (New Simple High Score),108422,3919,428,3/28/2025
aiExplained,"Did AI Just Get Commoditized? Gemini 2.5, New DeepSeek V3, & Microsoft vs OpenAI",135814,4992,434,3/25/2025
aiExplained,"OpenAI’s New ImageGen is Unexpectedly Epic … (ft. Reve, Imagen 3, Midjourney etc)",93466,3699,334,3/25/2025
aiExplained,Manus AI - The Calm Before the Hypestorm … (vs Deep Research + Grok 3),117339,4558,414,3/13/2025
aiExplained,GPT 4.5 - not so much wow,109842,4337,739,2/28/2025
aiExplained,Claude 3.7 is More Significant than its Name Implies (ft DeepSeek R2 + GPT 4.5 coming soon),135299,5388,668,2/25/2025
aiExplained,"AGI: (gets close), Humans: ‘Who Gets to Own it?’",111349,4917,1065,2/11/2025
aiExplained,Deep Research by OpenAI - The Ups and Downs vs DeepSeek R1 Search + Gemini Deep Research,122934,4942,691,2/3/2025
aiExplained,o3-mini and the “AI War”,107690,5139,675,1/31/2025
aiExplained,"Nothing Much Happens in AI, Then Everything Does All At Once",182921,7679,814,1/24/2025
aiExplained,"Altman Expects a ‘Fast Take-off’, ‘Super-Agent’ Debuting Soon and DeepSeek R1 Out",106076,3831,446,1/20/2025
aiExplained,"OpenAI Backtracks, Gunning for Superintelligence: Altman Brings His AGI Timeline Closer - '25 to '29",108342,3545,665,1/8/2025
aiExplained,o3 - wow,287669,10472,1497,12/21/2024
aiExplained,Never Browse Alone? Gemini 2 Live and ChatGPT Vision,87317,2890,290,12/12/2024
aiExplained,"Sora is Out, But is it a Distraction?",74908,3693,554,12/9/2024
aiExplained,o1 Pro Mode – ChatGPT Pro Full Analysis (plus o1 paper highlights),153751,4838,776,12/5/2024
aiExplained,"AI Breaks Its Silence: OpenAI’s ‘Next 12 Days’, Genie 2, and a Word of Caution",116912,4274,417,12/4/2024
aiExplained,"New Google Model Ranked ‘No. 1 LLM’, But There’s a Problem",99899,3324,418,11/15/2024
aiExplained,"Leak: ‘GPT-5 exhibits diminishing returns’, Sam Altman: ‘lol’",142633,4537,698,11/10/2024
aiExplained,"ChatGPT with Search, Altman AMA",113096,4117,489,10/31/2024
aiExplained,"The New Claude 3.5 Sonnet: Better, Yes, But Not Just in the Way You Might Think",88849,3748,404,10/23/2024
aiExplained,AI - 2024AD: 212-page Report (from this morning) Fully Read w/ Highlights,83279,3495,366,10/10/2024
aiExplained,OpenAI: ‘We Just Reached Human-level Reasoning’.,167143,5387,922,10/3/2024
aiExplained,‘Advanced Voice’ ChatGPT Just Happened … But There's 3 Other Stories You Probably Shouldn’t Ignore,100720,4493,764,9/25/2024
aiExplained,o1 - What is Going On? Why o1 is a 3rd Paradigm of Model + 10 Things You Might Not Know,173351,7749,818,9/18/2024
aiExplained,ChatGPT o1 - In-Depth Analysis and Reaction (o1-preview),198893,7314,676,9/13/2024
aiExplained,"$125B for Superintelligence? 3 Models Coming, Sutskever's Secret SSI,  & Data Centers (in space)...",137943,4893,811,9/4/2024
aiExplained,"Grok-2 Actually Out, But What If It Were 10,000x the Size?",80788,3310,386,8/22/2024
aiExplained,"Was GPT-5 Underwhelming, Or Not? OpenAI Co-founder Exits, Figure02 Arrives, Character.AI Gutted",131020,4470,622,8/6/2024
aiExplained,"Llama 405b: Full 92 page Analysis, and Uncontaminated SIMPLE Benchmark Results",93673,4722,504,7/24/2024
aiExplained,"GPT-4o Mini Arrives In Global IT Outage, But How ‘Mini’ Is Its Intelligence?",87340,3250,530,7/19/2024
aiExplained,"How Far Can We Scale AI? Gen 3, Claude 3.5 Sonnet and AI Hype",83676,3665,635,6/30/2024
aiExplained,"AI Won't Be AGI, Until It Can At Least Do This (plus 6 key ways LLMs are being upgraded)",192828,7399,1035,6/17/2024
aiExplained,"‘Everything is Going to Be Robotic’ Nvidia Promises, as AI Gets More Real",129270,4633,765,6/4/2024
aiExplained,"Microsoft Promises a 'Whale' for GPT-5, Anthropic Delves Inside a Model’s Mind and Altman Stumbles",174095,5570,763,5/22/2024
aiExplained,GPT-4o - Full Breakdown + Bonus Details,412888,11593,1424,5/13/2024
aiExplained,"AI Conquers Gravity: Robo-dog, Trained by GPT-4, Stays Balanced on Rolling, Deflating Yoga Ball",133810,4995,505,5/5/2024
aiExplained,"New OpenAI Model 'Imminent' and AI Stakes Get Raised (plus Med Gemini, GPT 2 Chatbot and Scale AI)",99345,4625,564,5/2/2024
aiExplained,"‘Her’ AI, Almost Here? Llama 3, Vasa-1, and Altman ‘Plugging Into Everything You Want To Do’",132059,5844,695,4/18/2024
aiExplained,"Udio, the Mysterious GPT Update, and Infinite Attention",119690,5537,762,4/11/2024
aiExplained,Why Does OpenAI Need a 'Stargate' Supercomputer? Ft. Perplexity CEO Aravind Srinivas,122020,4644,924,4/2/2024
aiExplained,"5 Key Quotes: Altman, Huang and 'The Most Interesting Year'",107326,5654,761,3/19/2024
aiExplained,"AI Agents Take the Wheel: Devin, SIMA, Figure 01 and The Future of Jobs",132406,6051,675,3/14/2024
aiExplained,"The New, Smartest AI: Claude 3 – Tested vs Gemini 1.5 + GPT-4",184056,6721,982,3/4/2024
aiExplained,The AI 'Genie' is Out + Humanoid Robotics Step Closer,152126,5534,712,2/26/2024
aiExplained,Sora - Full Analysis (with new details),244855,7809,1083,2/16/2024
aiExplained,Gemini 1.5 and The Biggest Night in AI,188787,7261,767,2/16/2024
aiExplained,Gemini Ultra - Full Review,163209,4785,598,2/8/2024
aiExplained,GPT-5: Everything You Need to Know So Far,275960,7796,715,1/26/2024
aiExplained,"Alpha Everywhere: AlphaGeometry, AlphaCodium and the Future of LLMs",97836,3885,282,1/18/2024
aiExplained,OpenAI Flip-Flops and '10% Chance of Outperforming Humans in Every Task by 2027' - 3K AI Researchers,146504,4060,814,1/12/2024
aiExplained,"AI On An Exponential? Data, Mamba, and More",134239,5704,557,1/1/2024
aiExplained,"Midjourney v6, Altman 'Age Reversal' and Gemini 2 - Christmas Edition",79896,4773,441,12/22/2023
aiExplained,A 100T Transformer Model Coming? Plus ByteDance Saga and the Mixtral Price Drop,85010,3670,395,12/18/2023
aiExplained,"Phi-2, Imagen-2, Optimus-Gen-2: Small New Models to Change the World?",74994,3271,415,12/13/2023
aiExplained,Gemini Full Breakdown + AlphaCode 2 Bombshell,145722,6640,639,12/6/2023
aiExplained,OpenAI Insights and Training Data Shenanigans - 7 'Complicated' Developments + Guest Star,83909,3702,426,12/3/2023
aiExplained,Q* - Clues to the Puzzle?,233967,9247,974,11/24/2023
aiExplained,"Are We Back to Before? OpenAI 2.0, Inflection-2 and a Major AI Cancer Breakthrough",113001,4705,572,11/22/2023
aiExplained,"Altman@Microsoft, Shear@OpenAI, Chaos@Everywhere: Sutskever Regret and the Weekend That Changed AI",167371,5901,1079,11/20/2023
aiExplained,"Altman Out: Reasons, Reactions and the Repercussions for the Industry",157089,5256,859,11/18/2023
aiExplained,"GPT 4 Turbo-Charged? Plus Custom GPTS, Grok, AGI Tier List, Vision Demos, Whisper V3 and more",96969,3942,466,11/9/2023
aiExplained,AI Declarations and AGI Timelines – Looking More Optimistic?,96903,4450,584,11/2/2023
aiExplained,"State of AI 2023: Highlights of 163 Page Report + Eureka Self-Improvement, MEG, Suno AI and GPT F",121149,5573,572,10/22/2023
aiExplained,"Not Slowing Down: GAIA-1 to GPT Vision Tips, Nvidia B100 to Bard vs LLaVA",80974,3352,511,10/13/2023
aiExplained,RT-X and the Dawn of Large Multimodal Models: Google Breakthrough and 160-page Report Highlights,139403,6732,635,10/3/2023
aiExplained,"An Actually Big Week in AI: AutoGen, The A-Phone, Mistral 7B, GPT-Fathom and Meta Hunts CharacterAI",150794,6628,578,9/29/2023
aiExplained,"ChatGPT Fails Basic Logic but Now Has Vision, Wins at Chess and Prompts a Masterpiece",169717,4568,1015,9/25/2023
aiExplained,"The New Bard and AI Images, Videos, and Translations",100346,4024,428,9/20/2023
aiExplained,"9 AI Developments: HeyGen 2.0 to AjaxGPT, Open Interpreter to NExT-GPT and Roblox AI",81118,3969,494,9/15/2023
aiExplained,"AGI Will Not Be A Chatbot - Autonomy, Acceleration, and Arguments Behind the Scenes",112441,4378,998,9/7/2023
aiExplained,SmartGPT: Major Benchmark Broken - 89.0% on MMLU + Exam's Many Errors,107180,6765,1143,8/28/2023
aiExplained,"9 New Gemini Leaks, Code Llama and A Major AI Consciousness Paper",99187,4793,564,8/24/2023
aiExplained,AI Los Alamos? + New Realistic AI Avatars,73069,3757,613,8/11/2023
aiExplained,11 Major AI Developments: RT-2 to '100X GPT-4',183988,7216,942,7/30/2023
aiExplained,Llama 2: Full Breakdown,162947,4854,397,7/19/2023
aiExplained,"Bad AI Predictions: Bard Upgrade, 2 Years to AI Auto-Money, OpenAI Investigation and more",75372,3460,580,7/17/2023
aiExplained,"Time Until Superintelligence: 1-2 Years, or 20? Something Doesn't Add Up",148890,6027,1175,7/10/2023
aiExplained,Phi-1: A 'Textbook' Model,64908,3159,416,7/3/2023
aiExplained,Google Gemini: AlphaGo-GPT?,115854,3980,561,6/28/2023
aiExplained,ChatGPT's Achilles' Heel,121653,4082,1207,6/25/2023
aiExplained,"Sam Altman's World Tour, in 16 Moments",110590,4405,956,6/13/2023
aiExplained,The AI News You Might Have Missed This Week - Zuckerberg to Falcon w/ SPQR,71726,3054,336,6/11/2023
aiExplained,Orca: The Model Few Saw Coming,305861,11661,1080,6/7/2023
aiExplained,The AI News You Might Have Missed This Week,88978,4718,435,6/4/2023
aiExplained,'Show Your Working': ChatGPT Performance Doubled w/ Process Rewards (+Synthetic Data Event Horizon),123969,5080,724,6/1/2023
aiExplained,"Hassabis, Altman and AGI Labs Unite - AI Extinction Risk Statement [ft. Sutskever, Hinton + Voyager]",88665,3887,1021,5/30/2023
aiExplained,"12 New Code Interpreter Uses (Image to 3D, Book Scans, Multiple Datasets, Error Analysis ... )",102688,4145,493,5/22/2023
aiExplained,"GPT 4 Got Upgraded - Code Interpreter (ft. Image Editing, MP4s, 3D Plots, Data Analytics and more!)",536866,14843,1484,5/20/2023
aiExplained,"'This Could Go Quite Wrong' - Altman Testimony, GPT 5 Timeline, Self-Awareness, Drones and more",163023,7982,1496,5/17/2023
aiExplained,Enter PaLM 2 (New Bard): Full Breakdown  - 92 Pages Read and Gemini Before GPT 5? Google I/O,139012,5967,710,5/11/2023
aiExplained,GPT 4 is Smarter than You Think: Introducing SmartGPT,242214,10306,1430,5/7/2023
aiExplained,What's Behind the ChatGPT History Change? How You Can Benefit + The 6 New Developments This Week,113430,4015,1186,4/26/2023
aiExplained,"8 Signs It's The Future: Thought-to-Text, Nvidia Text-to-Video, Character AI, and P(Doom) @Ted",173063,6320,755,4/20/2023
aiExplained,"‘We Must Slow Down the Race’ – X AI,  GPT 4 Can Now Do Science and Altman GPT 5 Statement",169542,6785,1753,4/16/2023
aiExplained,GPT 5 Will be Released 'Incrementally' - 5 Points from Brockman Statement [plus Timelines & Safety],174926,5758,977,4/13/2023
aiExplained,"Can GPT 4 Prompt Itself? MemoryGPT, AutoGPT, Jarvis, Claude-Next [10x GPT 4!] and more...",304600,10647,1074,4/9/2023
aiExplained,"Do We Get the $100 Trillion AI Windfall? Sam Altman's Plans, Jobs & the Falling Cost of Intelligence",197585,6307,1344,4/6/2023
aiExplained,"'Pause Giant AI Experiments' - Letter Breakdown w/ Research Papers, Altman, Sutskever and more",351301,12861,3013,3/29/2023
aiExplained,How Well Can GPT-4 See? And the 5 Upgrades That Are Next,185177,7308,694,3/26/2023
aiExplained,'Sparks of AGI' - Bombshell GPT-4 Paper: Fully Read w/ 15 Revelations,914249,30893,3015,3/23/2023
aiExplained,"What's Up With Bard? 9 Examples + 6 Reasons Google Fell Behind [ft. Muse, Med-PaLM 2 and more]",71274,3369,604,3/22/2023
aiExplained,Google Bard - The Full Review. Bard vs Bing [LaMDA vs GPT 4],186553,7271,894,3/21/2023
aiExplained,GPT 4: 9 Revelations (not covered elsewhere),84624,5933,722,3/15/2023
aiExplained,GPT 4: Full Breakdown (14 Details You May Have Missed),392129,13984,1284,3/14/2023
aiExplained,GPT 5 is All About Data,223829,9397,865,3/5/2023
aiExplained,"8 New Ways to Use Bing's Upgraded 8 [now 20] Message Limit (ft. pdfs, quizzes, tables, scenarios...)",21125,1063,155,3/4/2023
aiExplained,9 of the Best Bing (GPT 4) Prompts,161675,5660,261,2/23/2023
aiExplained,8 Ways ChatGPT 4 [Is] Better Than ChatGPT,54200,2175,270,2/6/2023
aiExplained,GPT 4 - hype vs reality,98557,1980,199,1/20/2023
WelchLabs,The F=ma of Artificial Intelligence [Backpropagation],85281,4909,206,6/11/2025
WelchLabs,The Misconception that Almost Stopped AI [How Models Learn Part 1],459657,16978,710,5/9/2025
WelchLabs,How DeepSeek Rewrote the Transformer [MLA],651814,30838,728,3/5/2025
WelchLabs,ChatGPT is made from 100 million of these [The Perceptron],563307,22022,568,2/1/2025
WelchLabs,The Dark Matter of AI [Mechanistic Interpretability],198230,10176,455,12/23/2024
WelchLabs,What is the i really doing in Schrödinger's equation?,613817,26242,1319,11/23/2024
WelchLabs,Kepler’s Impossible Equation,322063,12263,558,10/15/2024
WelchLabs,Imaginary Numbers and Astronomy,684122,37488,247,9/23/2024
WelchLabs,How Kepler handled his impossible equation.,123244,6519,75,9/22/2024
WelchLabs,Quick! Can you solve for E?,330132,17092,288,9/21/2024
WelchLabs,Kepler’s Impossible Equation,1285120,73514,446,9/20/2024
WelchLabs,Neural Scaling Laws full video out now!,28948,1961,25,9/13/2024
WelchLabs,AI can't cross this line and we don't know why.,1926805,48074,3334,9/13/2024
WelchLabs,LLMs cheating on benchmarks?,26642,1587,51,9/4/2024
WelchLabs,Neural Network is a Ridiculous Name.,78747,3870,91,8/30/2024
WelchLabs,How AI models see the world.,19930,1124,11,8/29/2024
WelchLabs,Emergent Properties of Language Models.,61613,4472,78,8/27/2024
WelchLabs,The efficient compute frontier.,5257048,239598,2127,8/23/2024
WelchLabs,Alexnet in 60s.,823424,37010,214,8/23/2024
WelchLabs,Neural Scaling Laws.,29293,1669,30,8/22/2024
WelchLabs,Activation Atlas Posters! welchlabs.com/reaources,23627,1311,18,8/21/2024
WelchLabs,The moment we stopped understanding AI,24409,1437,19,8/19/2024
WelchLabs,"The most beautiful equation in math, explained visually [Euler’s Formula]",1500868,42041,1248,8/12/2024
WelchLabs,The moment we stopped understanding AI [AlexNet],2003560,77239,1954,7/1/2024
WelchLabs,Modern Science.,28533,1592,21,6/18/2024
WelchLabs,Final plot twist.,21769,1060,10,6/17/2024
WelchLabs,Awakened from a sleep.,17175,800,5,6/15/2024
WelchLabs,Magic Number.,11539,540,9,6/14/2024
WelchLabs,Creating the oval.,370447,11905,69,6/13/2024
WelchLabs,The Egg.,56769,3200,37,6/12/2024
WelchLabs,The final nail in the circular coffin.,28507,1629,22,6/11/2024
WelchLabs,Circles must die.,515023,21371,145,6/10/2024
WelchLabs,Mathematically.,26800,1226,10,6/9/2024
WelchLabs,Kepler on a mission,6998,347,4,6/8/2024
WelchLabs,A Powerful Prediction.,7189,374,3,6/8/2024
WelchLabs,40% error 😳,9039,441,10,6/6/2024
WelchLabs,Side View,6720,338,9,6/5/2024
WelchLabs,A New Species,18379,748,18,6/4/2024
WelchLabs,Full video now live!,8878,502,3,6/3/2024
WelchLabs,How the Bizarre Path of Mars Reshaped Astronomy [Kepler's Laws Part 2],135179,8900,323,5/30/2024
WelchLabs,Link to posters in bio! welchlabs.com/resources,12462,786,11,5/24/2024
WelchLabs,Tycho Dies.,27225,1696,26,5/23/2024
WelchLabs,For Kepler’s model to work…,94043,4543,57,5/22/2024
WelchLabs,The equant.,17651,758,10,5/22/2024
WelchLabs,Kepler Began.,18142,892,8,5/20/2024
WelchLabs,Fixing the Sun.,307666,13079,142,5/20/2024
WelchLabs,Retrograde motion,29538,1490,29,5/18/2024
WelchLabs,The Ptolemaic Model,6234044,281247,3000,5/18/2024
WelchLabs,Kepler’s Origin,206862,10840,323,5/16/2024
WelchLabs,Tycho’s Data,15790,709,17,5/15/2024
WelchLabs,This is Mars,16719,831,17,5/14/2024
WelchLabs,How the Bizarre Path of Mars Reshaped Astronomy [Kepler's Laws Part 1],245764,12971,445,5/8/2024
WelchLabs,How Rare is the April 2024 Eclipse?,627088,16459,1243,4/7/2024
WelchLabs,This Book Should Have Changed Math Forever,20191,924,20,2/17/2024
WelchLabs,This book should have changed mathematics forever,282145,11421,454,2/17/2024
WelchLabs,The Most useful Curve In mathematics,869058,41266,396,2/5/2024
WelchLabs,The Most Useful Curve in Mathematics [Logarithms],408015,17588,537,2/3/2024
WelchLabs,Quick!,40965,1935,49,2/2/2024
WelchLabs,Quick!,1799579,111086,1235,2/1/2024
WelchLabs,Oppenheimer's Gamble - The Plutonium Crisis,1940651,31426,1615,7/22/2023
WelchLabs,Oppenheimer reading list book 10. Full list at www.amazon.com/shop/welchlabs,12587,531,7,7/19/2023
WelchLabs,Oppenheimer reading list book 9. Full list at www.amazon.com/shop/welchlabs,6224,227,14,7/17/2023
WelchLabs,Oppenheimer's Apocalypse Math,3536043,81365,2601,7/16/2023
WelchLabs,Oppenheimer reading list book 8. Full list at www.amazon.com/shop/welchlabs,8542,472,8,7/15/2023
WelchLabs,Oppenheimer reading list book 7. Full list at www.amazon.com/shop/welchlabs,4253,182,2,7/15/2023
WelchLabs,Oppenheimer reading list book 7. Full list at www.amazon.com/shop/welchlabs. #oppenheimer,3129,132,2,7/15/2023
WelchLabs,Oppenheimer reading list book 6. Full list at www.amazon.com/shop/welchlabs,4731,228,5,7/13/2023
WelchLabs,#oppenheimer #readinglist #book  number five. Full list at www.amazon.com/shop/welchlabs.,5255,256,5,7/12/2023
WelchLabs,Oppenheimer reading list book number four. #oppenheimer,9127,432,8,7/11/2023
WelchLabs,10-Jul-23,6749,299,4,7/10/2023
WelchLabs,Oppenheimer reading list book number two.,8469,422,5,7/10/2023
WelchLabs,A speck of matter god did not welcome into creation,58961,2799,128,7/8/2023
WelchLabs,Oppenheimer reading list part one: The Making of the Atomic Bomb by Richard Rhodes,22442,1357,37,7/8/2023
WelchLabs,Bohr solves mystery; invents bomb,81206,3309,104,7/1/2023
WelchLabs,Why are atomic weights not round?,516144,30522,463,6/29/2023
WelchLabs,The Most Dangerous Rock in the World,2978761,44668,1472,6/24/2023
WelchLabs,It's been a while...,30096,2146,343,6/21/2023
WelchLabs,Self-Driving Cars [S1E4: RALPH],56829,2414,169,2/9/2019
WelchLabs,Self-Driving Cars [S1E3: AI Failure?],37940,2057,79,2/2/2019
WelchLabs,Self Driving Cars [S1E2: ALVINN],65126,3261,109,1/19/2019
WelchLabs,Self Driving Cars [S1E1: The ALV],56711,3092,151,1/11/2019
WelchLabs,How to Science [Part 6: Secret Math in Your Brain],39261,1714,148,3/22/2018
WelchLabs,How to Science [Part 5: Mathematics],36417,1376,76,1/29/2018
WelchLabs,How To Science [Part 4: Science],30802,1376,77,12/24/2017
WelchLabs,How to Science [Part 3: Experiments],34779,1427,64,12/10/2017
WelchLabs,How to Science [Part 2: Our Universe = Math?],59416,2692,203,9/25/2017
WelchLabs,How to Science [Part 1: Music],68910,3446,235,9/9/2017
WelchLabs,Channel Update [April 2017],31722,2669,358,4/29/2017
WelchLabs,Learning To See [Part 15: Information],45370,2675,303,4/15/2017
WelchLabs,Learning To See [Part 14: Better Heuristics],38290,1221,100,4/1/2017
WelchLabs,Learning To See [Part 13: Heuristics],38821,1277,99,3/18/2017
WelchLabs,Learning To See [Part 12: Let's Get Greedy],39984,1381,108,3/4/2017
WelchLabs,Learning to See [Part 11: Haystacks on Haystacks],41872,1696,119,2/18/2017
WelchLabs,Learning to See [Part 10: World Domination],42877,1723,183,2/4/2017
WelchLabs,Learning To See [Part 9: Bias Variance Throwdown],50153,1467,131,1/21/2017
WelchLabs,Learning to See [Part 8: More Assumptions...Fewer Problems?],58275,1917,133,1/7/2017
WelchLabs,Learning to See [Part 7: There is no f],64592,2103,137,12/24/2016
WelchLabs,Learning To See [Part 6: It's Definitely Time to Play with Legos],62015,1498,104,12/10/2016
WelchLabs,Learning to See [Part 5: To Learn is to Generalize],69611,2063,159,11/26/2016
WelchLabs,Learning to See [Part 4: Machine Learning],82843,2535,100,11/12/2016
WelchLabs,Learning To See [Part 3: Now I R1],78919,2382,70,10/28/2016
WelchLabs,Learning To See [Part 2: Rules on Rules on Rules],102549,2912,102,10/15/2016
WelchLabs,Imaginary Numbers Are Real [Part 13: Riemann Surfaces],1201526,46430,4418,9/3/2016
WelchLabs,Imaginary Numbers Are Real [Part 12: Riemann's Solution],494825,13086,269,7/1/2016
WelchLabs,Imaginary Numbers Are Real [Part 11: Wandering in 4 Dimensions],769462,20260,688,6/17/2016
WelchLabs,Imaginary Numbers Are Real [Part 10: Complex Functions],629836,21928,733,6/3/2016
WelchLabs,Learning To See [Part 1: Introduction],277110,7837,256,4/15/2016
WelchLabs,Imaginary Numbers Are Real [Part 9: Closure],685499,23668,1384,11/6/2015
WelchLabs,Imaginary Numbers Are Real [Part 8: Math Wizardry],735208,19205,476,10/23/2015
WelchLabs,Imaginary Numbers Are Real [Part 7: Complex Multiplication],876757,22160,420,10/9/2015
WelchLabs,Imaginary Numbers Are Real [Part 6: The Complex Plane],999264,25203,466,10/2/2015
WelchLabs,Imaginary Numbers Are Real [Part 5: Numbers are Two Dimensional],1228836,32993,1090,9/25/2015
WelchLabs,Imaginary Numbers Are Real [Part 4: Bombelli's Solution],1250962,28378,409,9/18/2015
WelchLabs,Imaginary Numbers Are Real [Part 3: Cardan's Problem],1492755,34801,456,9/11/2015
WelchLabs,Imaginary Numbers Are Real [Part 2: A Little History],2507541,48648,985,9/4/2015
WelchLabs,Imaginary Numbers Are Real [Part 1: Introduction],8395171,173588,4208,8/28/2015
WelchLabs,Waffles And Harmonic Motion [Part II],15325,486,26,5/15/2015
WelchLabs,Waffles And Harmonic Motion [Part 1],28644,692,40,5/1/2015
WelchLabs,How To Break Sound [Part 1],20035,562,63,3/20/2015
WelchLabs,Acoustics to Deep Learning,21972,640,32,2/27/2015
WelchLabs,"Neural Networks Demystified [Part 7: Overfitting, Testing, and Regularization]",149403,4369,300,1/16/2015
WelchLabs,Neural Networks Demystified [Part 6: Training],157080,1597,70,1/2/2015
WelchLabs,Neural Networks Demystified [Part 5: Numerical Gradient Checking],185446,1758,111,12/19/2014
WelchLabs,Neural Networks Demystified [Part 4: Backpropagation],495431,5505,660,12/5/2014
WelchLabs,Neural Networks Demystified [Part 3: Gradient Descent],410072,5546,270,11/21/2014
WelchLabs,Neural Networks Demystified [Part 2: Forward Propagation],539200,6030,385,11/7/2014
WelchLabs,Neural Networks Demystified [Part 1: Data and Architecture],796157,9061,287,11/4/2014
GoogleDevelopers,How would you design your load balancing algorithm? Go!,1337,57,16,6/23/2025
